Has equal domain;ID;Link position;Name;Suggested URL;URL
1.0;000695146;0.0;National Statistical Institute;https://www.nsi.bg/en;https://www.nsi.bg
0.0;000695146;1.0;National Statistical Institute;http://www.insse.ro/cms/en;https://www.nsi.bg
0.0;000695146;2.0;National Statistical Institute;https://en.wikipedia.org/wiki/List_of_national_and_international_statistical_services;https://www.nsi.bg
0.0;000695146;3.0;National Statistical Institute;https://www.niss.org/;https://www.nsi.bg
0.0;000695146;4.0;National Statistical Institute;https://ec.europa.eu/eurostat/web/links;https://www.nsi.bg
0.0;000695146;5.0;National Statistical Institute;https://www.ons.gov.uk/;https://www.nsi.bg
0.0;000695146;6.0;National Statistical Institute;https://www.statistics.gov.rw/statistical-publications/subjects;https://www.nsi.bg
0.0;000695146;7.0;National Statistical Institute;https://nis.gov.kh/;https://www.nsi.bg
0.0;000695146;8.0;National Statistical Institute;https://en.wikipedia.org/wiki/National_Statistical_Institute_(Bulgaria);https://www.nsi.bg
0.0;000695146;9.0;National Statistical Institute;https://www.statistics.gr/en/home/;https://www.nsi.bg
0.0;000000000;0.0;National Statistical Institute;https://www.nsi.bg/en;
0.0;000000000;1.0;National Statistical Institute;http://www.insse.ro/cms/en;
0.0;000000000;2.0;National Statistical Institute;https://en.wikipedia.org/wiki/List_of_national_and_international_statistical_services;
0.0;000000000;3.0;National Statistical Institute;https://www.niss.org/;
0.0;000000000;4.0;National Statistical Institute;https://ec.europa.eu/eurostat/web/links;
0.0;000000000;5.0;National Statistical Institute;https://www.ons.gov.uk/;
0.0;000000000;6.0;National Statistical Institute;https://www.statistics.gov.rw/statistical-publications/subjects;
0.0;000000000;7.0;National Statistical Institute;https://nis.gov.kh/;
0.0;000000000;8.0;National Statistical Institute;https://en.wikipedia.org/wiki/National_Statistical_Institute_(Bulgaria);
0.0;000000000;9.0;National Statistical Institute;https://www.statistics.gr/en/home/;
0.0;000000001;0.0;STATISTIK AUSTRIA;https://statistik.at/;http://www.statistik.at
1.0;000000001;1.0;STATISTIK AUSTRIA;https://www.statistik.at/web_de/statistiken/index.html;http://www.statistik.at
1.0;000000001;2.0;STATISTIK AUSTRIA;https://www.statistik.at/web_en/;http://www.statistik.at
0.0;000000001;3.0;STATISTIK AUSTRIA;https://de.wikipedia.org/wiki/Statistik_Austria;http://www.statistik.at
0.0;000000001;4.0;STATISTIK AUSTRIA;http://www.statistik-austria.at/;http://www.statistik.at
0.0;000000001;5.0;STATISTIK AUSTRIA;https://twitter.com/statistik_at;http://www.statistik.at
0.0;000000001;6.0;STATISTIK AUSTRIA;https://www.facebook.com/FSG.Statistik.Austria/;http://www.statistik.at
0.0;000000001;7.0;STATISTIK AUSTRIA;https://www.statistik.gv.at/;http://www.statistik.at
0.0;000000001;8.0;STATISTIK AUSTRIA;https://www.wikiwand.com/de/Statistik_Austria;http://www.statistik.at
0.0;000000001;9.0;STATISTIK AUSTRIA;https://en.wikipedia.org/wiki/States_of_Austria;http://www.statistik.at
0.0;000000002;0.0;STATISTIK AUSTRIA;https://statistik.at/;
0.0;000000002;1.0;STATISTIK AUSTRIA;https://www.statistik.at/web_de/statistiken/index.html;
0.0;000000002;2.0;STATISTIK AUSTRIA;https://en.wikipedia.org/wiki/Statistik_Austria;
0.0;000000002;3.0;STATISTIK AUSTRIA;http://www.statistik-austria.at/;
0.0;000000002;4.0;STATISTIK AUSTRIA;https://twitter.com/statistik_at;
0.0;000000002;5.0;STATISTIK AUSTRIA;https://www.digitales.oesterreich.gv.at/statistik-austria;
0.0;000000002;6.0;STATISTIK AUSTRIA;https://www.facebook.com/FSG.Statistik.Austria/;
0.0;000000002;7.0;STATISTIK AUSTRIA;https://en.wikipedia.org/wiki/States_of_Austria;
0.0;000000002;8.0;STATISTIK AUSTRIA;https://www.jewiki.net/wiki/Statistik_Austria;
0.0;000000002;9.0;STATISTIK AUSTRIA;https://www.wikiwand.com/de/Statistik_Austria;
0.0;000000003;0.0;STATISTIK AUSTRIA;https://statistik.at/;
0.0;000000003;1.0;STATISTIK AUSTRIA;https://www.statistik.at/web_de/statistiken/index.html;
0.0;000000003;2.0;STATISTIK AUSTRIA;https://www.statistik.at/web_en/;
0.0;000000003;3.0;STATISTIK AUSTRIA;https://en.wikipedia.org/wiki/Statistik_Austria;
0.0;000000003;4.0;STATISTIK AUSTRIA;http://www.statistik-austria.at/;
0.0;000000003;5.0;STATISTIK AUSTRIA;https://twitter.com/statistik_at;
0.0;000000003;6.0;STATISTIK AUSTRIA;https://www.digitales.oesterreich.gv.at/statistik-austria;
