ID;Name;Suggested URL;Link position;Has equal domain;Has Simple Suggested URL;OBEC;Known OBEC;sum;Score;predict;0;1
000000001;STATISTIK AUSTRIA;https://wn.com/Statistik_Austria;6.0;0.0;0.0;http://www.statistik.at;1;2.0;1.88;0.0;0.8347177726280626;0.16528222737193743
000000001;STATISTIK AUSTRIA;https://www.ams.at/arbeitsmarktdaten-und-medien/arbeitsmarkt-daten-und-arbeitsmarkt-forschung/arbeitsmarktdaten;8.0;0.0;0.0;http://www.statistik.at;1;1.0;0.92;0.0;0.8912903506568389;0.1087096493431611
000000001;STATISTIK AUSTRIA;https://www.ots.at/pressemappe/209/statistik-austria;9.0;0.0;0.0;http://www.statistik.at;1;2.0;1.82;0.0;0.8388536900223508;0.1611463099776492
000000006;Institute of Statistics;https://insse.ro/cms/en;3.0;0.0;0.0;http://www.instat.gov.al;1;1.0;0.97;0.0;0.8888208348783933;0.11117916512160679
000000006;Institute of Statistics;https://www.istat.it/en/;4.0;0.0;1.0;http://www.instat.gov.al;1;2.0;1.92;0.0;0.8319134781923908;0.1680865218076092
000000006;Institute of Statistics;https://www.statistics.gov.rw/;6.0;0.0;1.0;http://www.instat.gov.al;1;2.0;1.88;0.0;0.8347177726280626;0.16528222737193743
000000006;Institute of Statistics;https://www.niss.org/;7.0;0.0;1.0;http://www.instat.gov.al;1;1.0;0.9299999999999999;0.0;0.8908003318326799;0.10919966816732003
000000008;Institute of Statistics;https://insse.ro/cms/en;3.0;0.0;0.0;http://www.instat.gov.al;1;1.0;0.97;0.0;0.8888208348783933;0.11117916512160679
000000008;Institute of Statistics;https://www.istat.it/en/;4.0;0.0;1.0;http://www.instat.gov.al;1;2.0;1.92;0.0;0.8319134781923908;0.1680865218076092
000000008;Institute of Statistics;https://www.statistics.gov.rw/;6.0;0.0;1.0;http://www.instat.gov.al;1;2.0;1.88;0.0;0.8347177726280626;0.16528222737193743
000000008;Institute of Statistics;https://www.niss.org/;7.0;0.0;1.0;http://www.instat.gov.al;1;1.0;0.9299999999999999;0.0;0.8908003318326799;0.10919966816732003
000000009;Institute of Statistics;https://insse.ro/cms/en;3.0;0.0;0.0;http://www.instat.gov.al;1;1.0;0.97;0.0;0.8888208348783933;0.11117916512160679
000000009;Institute of Statistics;https://www.istat.it/en/;4.0;0.0;1.0;http://www.instat.gov.al;1;2.0;1.92;0.0;0.8319134781923908;0.1680865218076092
000000009;Institute of Statistics;https://www.statistics.gov.rw/;6.0;0.0;1.0;http://www.instat.gov.al;1;2.0;1.88;0.0;0.8347177726280626;0.16528222737193743
000000009;Institute of Statistics;https://www.niss.org/;7.0;0.0;1.0;http://www.instat.gov.al;1;1.0;0.9299999999999999;0.0;0.8908003318326799;0.10919966816732003
000000011;Departament d´Estadística;https://www.bcn.cat/estadistica/castella/index.htm;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
000000011;Departament d´Estadística;http://www.ub.edu/stat/;2.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
000000011;Departament d´Estadística;http://ensenyament.gencat.cat/ca/departament/estadistiques/;5.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
000000011;Departament d´Estadística;https://www.eio.upc.edu/;6.0;0.0;1.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;1.0;0.94;0.0;0.8903083760421922;0.10969162395780785
000000011;Departament d´Estadística;https://studylib.es/doc/8208601/ipc---departament-d-estadística;8.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
000000011;Departament d´Estadística;https://edirc.repec.org/data/seegvad.html;9.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
000000012;Departament d´Estadística;https://www.bcn.cat/estadistica/castella/index.htm;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
000000012;Departament d´Estadística;http://www.ub.edu/stat/;2.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
000000012;Departament d´Estadística;http://ensenyament.gencat.cat/ca/departament/estadistiques/;5.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
000000012;Departament d´Estadística;https://www.eio.upc.edu/;6.0;0.0;1.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;1.0;0.94;0.0;0.8903083760421922;0.10969162395780785
000000012;Departament d´Estadística;https://studylib.es/doc/8208601/ipc---departament-d-estadística;8.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
000000012;Departament d´Estadística;https://edirc.repec.org/data/seegvad.html;9.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
000000014;Departament d´Estadística;https://www.bcn.cat/estadistica/castella/index.htm;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
