ID;Name;Suggested URL;Link position;Has equal domain;Has Simple Suggested URL;OBEC;Known OBEC;sum;Score;predict;0;1
000000000;National Statistical Institute;https://ine.es/en/;5.0;0.0;1.0;;0;1.0;0.95;0.0;0.9569850029284516;0.04301499707154843
000000000;National Statistical Institute;https://insse.ro/cms/en;1.0;0.0;0.0;;0;1.0;0.99;0.0;0.9556423750328915;0.0443576249671085
000000000;National Statistical Institute;https://nis.gov.kh/;9.0;0.0;1.0;;0;1.0;0.91;0.0;0.9582887656045738;0.04171123439542624
000000000;National Statistical Institute;https://www.istat.it/en/;7.0;0.0;1.0;;0;1.0;0.9299999999999999;0.0;0.9576416782594945;0.042358321740505425
000000000;National Statistical Institute;https://www.niss.org/;0.0;0.0;1.0;;0;1.0;1.0;0.0;0.9553005240284815;0.044699475971518486
000000000;National Statistical Institute;https://www.nsi.bg/en/aggregator/sources/1;4.0;0.0;0.0;;0;4.0;3.84;0.0;0.6857105664036129;0.314289433596387
000000000;National Statistical Institute;https://www.ons.gov.uk/;6.0;0.0;1.0;;0;2.0;1.88;0.0;0.9133300030690162;0.08666999693098379
000000001;STATISTIK AUSTRIA;http://statistik.at/;0.0;0.0;1.0;http://www.statistik.at;1;6.0;6.0;1.0;0.2777989938694888;0.7222010061305112
000000001;STATISTIK AUSTRIA;http://www.statistik-austria.at/;5.0;0.0;1.0;http://www.statistik.at;1;6.0;5.7;1.0;0.32863670790898536;0.6713632920910146
000000001;STATISTIK AUSTRIA;http://www.statistik.at/web_de/statistiken/index.html;1.0;1.0;0.0;http://www.statistik.at;1;6.0;5.94;1.0;0.28757395368052474;0.7124260463194753
000000001;STATISTIK AUSTRIA;https://wn.com/Statistik_Austria;6.0;0.0;0.0;http://www.statistik.at;1;2.0;1.88;0.0;0.9133300030690162;0.08666999693098379
000000001;STATISTIK AUSTRIA;https://www.ams.at/arbeitsmarktdaten-und-medien/arbeitsmarkt-daten-und-arbeitsmarkt-forschung/arbeitsmarktdaten;8.0;0.0;0.0;http://www.statistik.at;1;1.0;0.92;0.0;0.9579664124798111;0.04203358752018896
000000001;STATISTIK AUSTRIA;https://www.ots.at/pressemappe/209/statistik-austria;9.0;0.0;0.0;http://www.statistik.at;1;2.0;1.82;0.0;0.9170709284935428;0.0829290715064572
000000002;STATISTIK AUSTRIA;http://statistik.at/;0.0;0.0;1.0;;0;6.0;6.0;1.0;0.2777989938694888;0.7222010061305112
000000002;STATISTIK AUSTRIA;http://www.statistik-austria.at/;5.0;0.0;1.0;;0;6.0;5.7;1.0;0.32863670790898536;0.6713632920910146
000000002;STATISTIK AUSTRIA;http://www.statistik.at/web_de/statistiken/index.html;1.0;0.0;0.0;;0;5.0;4.95;1.0;0.4720947733088706;0.5279052266911294
000000002;STATISTIK AUSTRIA;https://wn.com/Statistik_Austria;6.0;0.0;0.0;;0;2.0;1.88;0.0;0.9133300030690162;0.08666999693098379
000000002;STATISTIK AUSTRIA;https://www.ams.at/arbeitsmarktdaten-und-medien/arbeitsmarkt-daten-und-arbeitsmarkt-forschung/arbeitsmarktdaten;8.0;0.0;0.0;;0;1.0;0.92;0.0;0.9579664124798111;0.04203358752018896
000000002;STATISTIK AUSTRIA;https://www.ots.at/pressemappe/209/statistik-austria;9.0;0.0;0.0;;0;2.0;1.82;0.0;0.9170709284935428;0.0829290715064572
000000003;STATISTIK AUSTRIA;http://statistik.at/;0.0;0.0;1.0;;0;5.0;5.0;1.0;0.46209493828970594;0.5379050617102941
000000003;STATISTIK AUSTRIA;http://www.statistik-austria.at/;5.0;0.0;1.0;;0;5.0;4.75;0.0;0.5122380001174656;0.4877619998825344
000000003;STATISTIK AUSTRIA;http://www.statistik.at/web_de/statistiken/index.html;1.0;0.0;0.0;;0;4.0;3.96;0.0;0.6645689072427203;0.3354310927572797
000000003;STATISTIK AUSTRIA;https://wn.com/Statistik_Austria;6.0;0.0;0.0;;0;2.0;1.88;0.0;0.9133300030690162;0.08666999693098379
000000003;STATISTIK AUSTRIA;https://www.ams.at/arbeitsmarktdaten-und-medien/arbeitsmarkt-daten-und-arbeitsmarkt-forschung/arbeitsmarktdaten;8.0;0.0;0.0;;0;1.0;0.92;0.0;0.9579664124798111;0.04203358752018896
000000003;STATISTIK AUSTRIA;https://www.ots.at/pressemappe/209/statistik-austria;9.0;0.0;0.0;;0;2.0;1.82;0.0;0.9170709284935428;0.0829290715064572
000000004;STATISTIK AUSTRIA;http://statistik.at/;0.0;0.0;1.0;;0;5.0;5.0;1.0;0.46209493828970594;0.5379050617102941
000000004;STATISTIK AUSTRIA;http://www.statistik-austria.at/;5.0;0.0;1.0;;0;5.0;4.75;0.0;0.5122380001174656;0.4877619998825344
000000004;STATISTIK AUSTRIA;http://www.statistik.at/web_de/statistiken/index.html;1.0;0.0;0.0;;0;4.0;3.96;0.0;0.6645689072427203;0.3354310927572797
000000004;STATISTIK AUSTRIA;https://wn.com/Statistik_Austria;6.0;0.0;0.0;;0;2.0;1.88;0.0;0.9133300030690162;0.08666999693098379
