ID;Name;Suggested URL;Link position;Has equal domain;Has Simple Suggested URL;OBEC;Known OBEC;sum;Score;predict;0;1
000000001;STATISTIK AUSTRIA;http://statistik.at/;0.0;0.0;1.0;http://www.statistik.at;1;6.0;6.0;1.0;0.11744539987359903;0.882554600126401
000000002;STATISTIK AUSTRIA;http://statistik.at/;0.0;0.0;1.0;;0;6.0;6.0;1.0;0.11744539987359903;0.882554600126401
000000003;STATISTIK AUSTRIA;http://statistik.at/;0.0;0.0;1.0;;0;5.0;5.0;1.0;0.26717961977480387;0.7328203802251961
000000004;STATISTIK AUSTRIA;http://statistik.at/;0.0;0.0;1.0;;0;5.0;5.0;1.0;0.26717961977480387;0.7328203802251961
000000005;STATISTIK AUSTRIA;http://statistik.at/;0.0;0.0;1.0;;0;4.0;4.0;1.0;0.4997220488149978;0.5002779511850022
000000006;Institute of Statistics;https://insse.ro/cms/en;3.0;0.0;0.0;http://www.instat.gov.al;1;1.0;0.97;0.0;0.8888208348783933;0.11117916512160679
000000008;Institute of Statistics;https://insse.ro/cms/en;3.0;0.0;0.0;http://www.instat.gov.al;1;1.0;0.97;0.0;0.8888208348783933;0.11117916512160679
000000009;Institute of Statistics;https://insse.ro/cms/en;3.0;0.0;0.0;http://www.instat.gov.al;1;1.0;0.97;0.0;0.8888208348783933;0.11117916512160679
000000011;Departament d´Estadística;https://www.bcn.cat/estadistica/castella/index.htm;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
000000012;Departament d´Estadística;https://www.bcn.cat/estadistica/castella/index.htm;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
000000014;Departament d´Estadística;https://www.bcn.cat/estadistica/castella/index.htm;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
000000015;Departament d´Estadística;https://www.bcn.cat/estadistica/castella/index.htm;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
000000016;Departament d´Estadística;https://www.bcn.cat/estadistica/castella/index.htm;0.0;0.0;0.0;https://www.estadistica.ad/serveiestudis/web/index.asp;1;0.0;0.0;0.0;0.9287966909886293;0.07120330901137077
000000017;National Statistical Committee of the Republic of Belarus;https://www.belstat.gov.by/en/;0.0;1.0;1.0;https://www.belstat.gov.by;1;5.0;5.0;1.0;0.26717961977480387;0.7328203802251961
000000020;Statistics Belgium;https://statbel.fgov.be/en;0.0;1.0;1.0;https://statbel.fgov.be;1;6.0;6.0;1.0;0.11744539987359903;0.882554600126401
000000021;Statistics Belgium;https://statbel.fgov.be/en;0.0;1.0;1.0;https://statbel.fgov.be;1;6.0;6.0;1.0;0.11744539987359903;0.882554600126401
000000022;Statistics Belgium;https://statbel.fgov.be/en;0.0;1.0;1.0;https://statbel.fgov.be;1;5.0;5.0;1.0;0.26717961977480387;0.7328203802251961
000000023;Statistics Belgium;https://statbel.fgov.be/en;0.0;0.0;1.0;;0;5.0;5.0;1.0;0.26717961977480387;0.7328203802251961
000000024;Statistisches Bundesamt;https://www.destatis.de/;0.0;1.0;1.0;https://www.destatis.de;1;4.0;4.0;1.0;0.4997220488149978;0.5002779511850022
000000025;Federal Statistical Office;https://www.destatis.de/EN/Home/_node.html;0.0;1.0;0.0;https://www.destatis.de;1;3.0;3.0;0.0;0.7274701837081907;0.2725298162918092
000000026;Federal Statistical Office;https://www.destatis.de/EN/Home/_node.html;0.0;1.0;0.0;https://www.destatis.de;1;3.0;3.0;0.0;0.7274701837081907;0.2725298162918092
000000027;Statistisches Bundesam;https://www.destatis.de/;0.0;1.0;1.0;https://www.destatis.de;1;4.0;4.0;1.0;0.4997220488149978;0.5002779511850022
000000028;Statistics Office;https://www.ons.gov.uk/;0.0;0.0;1.0;https://www.gibraltar.gov.gi;1;1.0;1.0;1.0;0.4997220488149978;0.5002779511850022
000000030;Government of Gibraltar;https://www.gibraltar.gov.gi/;0.0;1.0;1.0;https://www.gibraltar.gov.gi;1;4.0;4.0;0.0;0.8873156742079575;0.1126843257920424
000000031;Statistics Greenland;https://www.stat.gl/default.asp?lang=en;0.0;1.0;0.0;http://www.stat.gl/;1;5.0;5.0;0.0;0.8903083760421922;0.10969162395780785
000000032;Statistics Greenland;https://www.stat.gl/default.asp?lang=en;0.0;1.0;0.0;http://www.stat.gl/;1;5.0;5.0;0.0;0.9287966909886293;0.07120330901137077
